fold,rmse
410,6.847000000000001
411,0.0
412,3.2619999999999933
413,0.0
414,5.052999999999997
415,1.1270000000000024
416,12.533999999999999
417,6.860999999999997
418,6.814999999999998
419,0.4140000000000015
420,4.555
421,8.546
422,6.650000000000006
423,1.3539999999999992
424,5.053999999999995
425,8.809000000000001
426,3.460000000000001
427,0.0
428,1.2779999999999987
429,10.816000000000003
430,9.099999999999998
431,8.604
432,2.113999999999997
433,1.2759999999999962
434,0.0
435,5.949999999999996
436,7.508000000000003
437,0.0
438,3.0350000000000037
439,0.8659999999999997
440,0.0
441,0.0
442,4.692000000000004
443,7.775999999999996
444,3.9540000000000006
445,9.140999999999998
446,4.408999999999999
447,7.358000000000004
448,0.0
449,0.0
450,4.9879999999999995
451,0.0
452,2.801000000000002
453,0.0
454,0.0
455,7.933
456,2.09
457,9.136
458,0.0
459,0.0
460,0.0
461,7.860999999999997
462,0.0
463,0.0
464,3.652000000000001
465,4.861999999999995
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,3.1499999999999986
473,4.886000000000003
474,0.0
475,0.9350000000000023
476,0.0
477,6.686
478,4.497
479,6.047999999999998
480,0.0
481,9.630000000000003
482,0.0
483,0.0
484,4.930000000000003
485,11.753000000000004
486,0.24500000000000455
487,30.325000000000003
488,1.0700000000000003
489,2.8299999999999983
490,3.192999999999998
491,6.558
492,1.8769999999999953
493,0.0
494,0.0
495,4.078000000000003
496,0.0
497,0.0
498,0.0
499,1.1869999999999976
